Timestamp,Solar_Power_kW,Wind_Power_kW,Grid_Power_kW,Battery_SoC_%,SC_Charge_kW,Hydrogen_Production_kg/h,Load_Demand_kW,Power_Supplied_kW,Power_Loss_kW,Optimization_Level
2024-04-01 00:00:00,-0.39630102547676005,-1.1021785715624408,-0.8284893755872264,0.6367398383952491,0.2717113965141857,-0.36266703397184624,0.5350626417826605,0.687491245796884,-1.5576366718659929,High Efficiency
2024-04-01 01:00:00,1.5769573316843168,0.11944662666471861,-0.8791793021843594,1.0697068619863308,1.0860250641360116,-0.08658991466340792,-1.1082008234937626,-1.0050377636515813,-1.038017036922307,High Efficiency
2024-04-01 02:00:00,0.827892558145719,1.2529921142585654,1.3900474712706072,-0.8378224089017839,0.9281014870223782,1.231906905009904,1.3090485756317696,1.1872907283112182,1.2251039547982723,Moderate Efficiency
2024-04-01 03:00:00,0.3712506055506379,0.7711432689198591,-0.8703423105240542,0.46970805189640935,-1.1867637653101952,-0.5482096809830284,0.4137156745790024,0.3151670562341995,0.9986860830230895,Moderate Efficiency
2024-04-01 04:00:00,-1.1446846615189417,1.0256813592546417,-0.793229388916874,0.28416991056912166,-1.2029862221097034,1.2841548986824964,-1.160628548029541,-1.1139348118510317,-0.4625734620993895,High Efficiency
2024-04-01 05:00:00,-1.1447672670959164,0.5196689035117085,0.8845681282283758,1.1959491406849558,-0.788131689139052,-1.4195807390545931,1.6196390183496447,1.6542999730333008,-0.37068259848157076,High Efficiency
2024-04-01 06:00:00,-1.4800886368661779,0.6343544478547073,-0.18127593428426841,1.4517818303606778,-0.46406048516722737,0.9629260731132236,0.0865248569562587,0.06877575207063744,0.17973618522723656,Moderate Efficiency
2024-04-01 07:00:00,1.2874344138359866,1.1716680546196996,0.9441570337808379,-1.6700710667333025,-0.29877833794027137,1.207690485850618,-1.4517497859243385,-1.2838723335727147,-1.6930378449410721,High Efficiency
2024-04-01 08:00:00,0.37966362302819434,-0.8812011413392532,-1.5042898858025677,0.6413389058040513,0.6474139554777376,-1.0954736095269786,0.4610816925856658,0.5437581646346374,-0.8467347974078722,High Efficiency
2024-04-01 09:00:00,0.7459676255872371,-0.06023871703589683,-0.05106045013259909,-1.5315008796361054,-1.5259016544178612,-0.23566135978843397,-0.829141127805797,-0.7336820639792075,-0.9626610064514952,High Efficiency
2024-04-01 10:00:00,-1.6085141188213936,-0.9786473831388669,-1.6135821658503717,0.2042410379364482,-1.602672842364846,-1.1519270549765885,1.0718117544890875,1.1506410399033093,-0.814292654984261,High Efficiency
2024-04-01 11:00:00,1.6426974705055195,1.645817392799687,-1.513627871927033,-0.7080324975218519,-0.35649355168729513,0.7200813535070693,1.120600329004313,1.0077871169396557,1.136120589234157,Moderate Efficiency
2024-04-01 12:00:00,1.1719052526132498,1.496495017193496,1.390676919399319,-0.6411767837710868,0.7083435553916119,0.12760164953445094,1.6769937985385872,1.745099472458178,-0.7117863710150041,High Efficiency
2024-04-01 13:00:00,-0.9518005633224277,-1.601097351799216,-1.2499976850057142,-0.4798967462208279,-1.04884936679802,0.47347786060489655,0.02956154939049978,0.12985627600250882,-1.0213412563072348,High Efficiency
2024-04-01 14:00:00,-1.0563041837828153,0.6798908014157599,0.10331145791376072,0.4571999331912898,0.5141834062259862,-1.0447235478107109,-0.13243595000458622,-0.1398445494284315,0.07687852191897768,Moderate Efficiency
2024-04-01 15:00:00,-1.0508946291817063,1.4320833613935753,-0.31428938051509453,-0.5459306128272287,-0.8172464609470436,-0.9919337676219864,0.8984008445974895,0.7652212267116366,1.3458996886331491,Moderate Efficiency
2024-04-01 16:00:00,-0.6370543845835708,-1.1177843961190403,-0.5337246705930756,0.8462627337847141,1.3673756189326678,-1.580926795286523,-1.2460366597019912,-1.1615506216144214,-0.8463647897017367,High Efficiency
2024-04-01 17:00:00,0.11815380603631712,0.20862601198540598,1.3679455855144025,-0.29980388435982197,1.400877389701541,-0.6102641356749908,0.18511311948079584,0.32421316210489787,-1.4180976677829846,High Efficiency
